gene_id	chromosome	start	end	gene_name
ENSG00000106804	9	123714616	123812554	C5
ENSG00000119397	9	123837141	123939888	CNTRL
ENSG00000119396	9	123940415	123985292	RAB14
ENSG00000243738	9	123965437	123965712	RN7SL181P
ENSG00000148180	9	123970072	124095121	GSN
ENSG00000214651	9	124000395	124002367	RP11-477J21.2
ENSG00000239593	9	124042141	124045008	RP11-477J21.6
ENSG00000235865	9	124043046	124047808	GSN-AS1
ENSG00000148175	9	124101355	124132531	STOM
ENSG00000267987	9	124103625	124110410	AL161784.1
ENSG00000227355	9	124137519	124214455	RP11-162D16.2
ENSG00000204136	9	124207269	124262306	GGTA1P
ENSG00000240299	9	124256797	124257097	RN7SL187P
ENSG00000213467	9	124282095	124282703	HMGB1P37
ENSG00000252940	9	124302155	124302241	AL357936.1
ENSG00000136848	9	124329336	124547809	DAB2IP
ENSG00000229854	9	124337170	124338493	RP11-524G24.2
ENSG00000261534	9	124577953	124581731	RP11-244O19.1
ENSG00000175764	9	124584207	124855885	TTLL11
ENSG00000237548	9	124646915	124725998	TTLL11-IT1
ENSG00000266583	9	124882361	124882446	MIR4478
ENSG00000119421	9	124894745	124922098	NDUFA8
ENSG00000185681	9	124922190	124962367	MORN5
ENSG00000106852	9	124964856	124991905	LHX6
ENSG00000119446	9	124999903	125027118	RBM18
ENSG00000272317	9	125018212	125018309	AL162424.2
ENSG00000148187	9	125026882	125085743	MRRF
ENSG00000264227	9	125061389	125061642	RN7SL227P
ENSG00000269979	9	125086887	125087594	RP11-498E2.7
ENSG00000270102	9	125093146	125093622	RP11-498E2.8
ENSG00000095303	9	125132824	125157982	PTGS1
ENSG00000269970	9	125134884	125135104	RP11-498E2.9
ENSG00000269738	9	125148344	125148928	AL162424.1
ENSG00000233616	9	125163249	125165185	RP11-542K23.10
ENSG00000229245	9	125165686	125211256	RP11-542K23.7
ENSG00000231465	9	125233637	125238096	RP11-542K23.9
ENSG00000136834	9	125239220	125240235	OR1J1
ENSG00000197233	9	125273081	125274022	OR1J2
ENSG00000239590	9	125281420	125282361	OR1J4
ENSG00000171505	9	125288637	125289572	OR1N1
ENSG00000171501	9	125315391	125316493	OR1N2
ENSG00000171496	9	125329778	125330838	OR1L8
ENSG00000228914	9	125370315	125371079	OR1H1P
ENSG00000234156	9	125372194	125401964	RP11-64P14.7
ENSG00000165202	9	125376948	125378026	OR1Q1
ENSG00000171484	9	125390858	125391852	OR1B1
ENSG00000173679	9	125423845	125424927	OR1L1
ENSG00000171481	9	125437315	125438432	OR1L3
ENSG00000226783	9	125448212	125450651	TLK1P1
ENSG00000136939	9	125486269	125487204	OR1L4
ENSG00000171459	9	125512019	125513062	OR1L6
ENSG00000232387	9	125524123	125524512	SKA2P1
ENSG00000148215	9	125551150	125552237	OR5C1
ENSG00000136940	9	125560668	125590910	PDCL
ENSG00000165204	9	125562370	125563395	OR1K1
ENSG00000233425	9	125599836	125601099	KRT18P67
ENSG00000056586	9	125606835	125667620	RC3H2
ENSG00000212447	9	125642492	125642602	SNORD90
ENSG00000186130	9	125670335	125675609	ZBTB6
ENSG00000171448	9	125677845	125693779	ZBTB26
ENSG00000261094	9	125699902	125702612	RP11-355O1.11
ENSG00000011454	9	125703112	125867145	RABGAP1
ENSG00000222351	9	125708267	125708373	Y_RNA
ENSG00000213216	9	125791652	125792032	RP11-355O1.7
ENSG00000188394	9	125796806	125797975	GPR21
ENSG00000225078	9	125824124	125825591	RP11-123N4.4
ENSG00000236901	9	125871773	125877756	MIR600HG
ENSG00000165209	9	125871779	126030855	STRBP
ENSG00000148204	9	126118449	126142603	CRB2
ENSG00000119522	9	126141933	126692431	DENND1A
ENSG00000207991	9	126164804	126164882	MIR601
ENSG00000237336	9	126254163	126255435	RP11-230L22.4
ENSG00000222722	9	126347663	126347736	AL161790.1
ENSG00000230826	9	126498716	126514220	RP11-417B4.2
ENSG00000229115	9	126521499	126522054	RP11-417B4.3
ENSG00000234881	9	126605315	126605965	PIGFP2
ENSG00000106689	9	126763949	126795580	LHX2
ENSG00000236668	9	126768556	126771675	RP11-85O21.2
ENSG00000231227	9	126772809	126773393	RP11-85O21.4
ENSG00000234921	9	126793903	126794803	RP11-85O21.5
ENSG00000119408	9	127019885	127115586	NEK6
ENSG00000235204	9	127021529	127023435	RP11-121A14.2
ENSG00000227200	9	127025155	127028088	RP11-121A14.3
ENSG00000264237	9	127112735	127112810	AL137846.1
ENSG00000136930	9	127115745	127177723	PSMB7
ENSG00000180264	9	127213423	127239379	GPR144
ENSG00000136931	9	127243516	127269709	NR5A1
ENSG00000231149	9	127277217	127278335	RP11-10J18.3
ENSG00000148200	9	127279554	127533589	NR6A1
ENSG00000231744	9	127360986	127361859	RP11-164H5.1
ENSG00000241246	9	127369438	127369735	RN7SL302P
ENSG00000224020	9	127420746	127460910	MIR181A2HG
ENSG00000207595	9	127454721	127454830	MIR181A2
ENSG00000207737	9	127455989	127456077	MIR181B2
ENSG00000236643	9	127532402	127535206	RP11-175D17.3
ENSG00000185585	9	127539437	127577164	OLFML2A
ENSG00000136918	9	127615755	127620160	WDR38
ENSG00000136942	9	127620159	127624260	RPL35
ENSG00000136950	9	127624409	127640003	ARPC5L
ENSG00000136935	9	127640646	127710771	GOLGA1
ENSG00000199313	9	127649689	127649828	RNU4-82P
ENSG00000264641	9	127659112	127659211	AL354928.1
ENSG00000173611	9	127704887	127905785	SCAI
ENSG00000177736	9	127730573	127731223	RP11-474P12.3
ENSG00000119414	9	127908852	127952218	PPP6C
ENSG00000232630	9	127912932	127913868	PRPS1P2
ENSG00000235332	9	127956928	127958100	RP11-366O20.5
ENSG00000136933	9	127962821	127996437	RABEPK
ENSG00000044574	9	127997132	128003609	HSPA5
ENSG00000239705	9	128003942	128019297	RP11-65N13.8
ENSG00000165219	9	128024073	128129486	GAPVD1
ENSG00000214593	9	128026124	128026369	RP11-65N13.6
ENSG00000200554	9	128066199	128066305	RNU6-1020P
ENSG00000227845	9	128134604	128135045	RP11-184B22.2
ENSG00000119487	9	128199672	128469513	MAPKAP1
ENSG00000243845	9	128275183	128275486	RN7SL30P
ENSG00000227068	9	128329858	128335302	RP11-12A16.3
ENSG00000214761	9	128357948	128358907	HNRNPA1P15
ENSG00000229582	9	128506033	128508831	RP11-423C15.3
ENSG00000167081	9	128509624	128729656	PBX3
ENSG00000232413	9	128819859	128921892	RP11-343J18.2
ENSG00000228392	9	129032400	129038197	RP11-343J18.1
ENSG00000196814	9	129089128	129269320	MVB12B
ENSG00000253079	9	129170320	129170689	NRON
ENSG00000252985	9	129189172	129189249	SNORD116
ENSG00000233721	9	129278696	129281087	RP11-205K6.1
ENSG00000226078	9	129289897	129292622	RP11-205K6.2
ENSG00000221768	9	129293194	129293270	AL356309.1
ENSG00000221173	9	129338809	129338909	AL161908.1
ENSG00000224842	9	129351873	129375979	RP11-123K19.1
ENSG00000136944	9	129376722	129463311	LMX1B
ENSG00000238010	9	129403035	129403572	RP11-123K19.2
ENSG00000269909	9	129462577	129463312	RP11-489N22.3
ENSG00000266403	9	129480522	129480612	AL161731.1
ENSG00000169155	9	129567285	129600489	ZBTB43
ENSG00000177125	9	129622944	129648157	ZBTB34
ENSG00000136828	9	129677053	129985445	RALGPS1
ENSG00000136859	9	129849611	129885162	ANGPTL2
ENSG00000228487	9	129976314	129984186	RP13-225O21.2
ENSG00000136895	9	129986544	130155939	GARNL3
ENSG00000229369	9	130062372	130063261	RP13-225O21.5
ENSG00000271833	9	130129049	130129676	RP11-356B19.11
ENSG00000136856	9	130159421	130170703	SLC2A8
ENSG00000196152	9	130186661	130207651	ZNF79
ENSG00000197958	9	130209953	130213684	RPL12
ENSG00000201302	9	130210780	130210909	SNORA65
ENSG00000148356	9	130213765	130265780	LRSAM1
ENSG00000200788	9	130233154	130233266	Y_RNA
ENSG00000136830	9	130267618	130341268	FAM129B
ENSG00000136854	9	130374544	130457460	STXBP1
ENSG00000264329	9	130452966	130453074	MIR3911
ENSG00000187024	9	130455257	130487152	PTRH1
ENSG00000160401	9	130469268	130478281	C9orf117
ENSG00000167094	9	130478345	130493879	TTC16
ENSG00000160404	9	130493803	130497604	TOR2A
ENSG00000095370	9	130500596	130541020	SH2D3C
ENSG00000136807	9	130547958	130553066	CDK9
ENSG00000266070	9	130548112	130548202	MIR3960
ENSG00000136877	9	130556876	130576606	FPGS
ENSG00000106991	9	130577291	130617035	ENG
ENSG00000225032	9	130578345	130584799	RP11-228B15.4
ENSG00000222421	9	130594914	130595022	Y_RNA
ENSG00000222296	9	130596230	130596321	Y_RNA
ENSG00000222455	9	130603391	130603501	RNA5SP296
ENSG00000106992	9	130628759	130640022	AK1
ENSG00000257524	9	130630143	130649066	RP11-203J24.9
ENSG00000263979	9	130631694	130631774	MIR4672
ENSG00000160408	9	130647600	130667687	ST6GALNAC6
ENSG00000136840	9	130670165	130679317	ST6GALNAC4
ENSG00000167103	9	130683158	130693076	PIP5KL1
ENSG00000227218	9	130696782	130703231	RP11-203J24.8
ENSG00000136908	9	130697378	130700763	DPM2
ENSG00000167106	9	130702858	130742792	FAM102A
ENSG00000230848	9	130801414	130819641	RP11-379C10.1
ENSG00000171169	9	130823512	130830485	NAIF1
ENSG00000148339	9	130830480	130871524	SLC25A25
ENSG00000230536	9	130853248	130856736	RP11-379C10.4
ENSG00000269988	9	130870860	130871604	RP11-395P17.11
ENSG00000234771	9	130873450	130881013	RP11-395P17.3
ENSG00000148334	9	130882972	130890741	PTGES2
ENSG00000232850	9	130890612	130891481	AL590708.2
ENSG00000148346	9	130911350	130915734	LCN2
ENSG00000171159	9	130922539	130926207	C9orf16
ENSG00000148337	9	130928343	130966662	CIZ1
ENSG00000106976	9	130965658	131017527	DNM1
ENSG00000207581	9	131007000	131007109	MIR199B
ENSG00000264823	9	131007226	131007309	MIR3154
ENSG00000167110	9	131018108	131038274	GOLGA2
ENSG00000221297	9	131019986	131020068	AL590708.1
ENSG00000175854	9	131037658	131051269	SWI5
ENSG00000268211	9	131062367	131064212	AL359091.2
ENSG00000272960	9	131067440	131067794	RP11-339B21.15
ENSG00000273281	9	131068269	131068629	RP11-339B21.14
ENSG00000167112	9	131071382	131085021	TRUB2
ENSG00000272696	9	131078616	131079188	RP11-339B21.13
ENSG00000167113	9	131084815	131096351	COQ4
ENSG00000167114	9	131102925	131123749	SLC27A4
ENSG00000223551	9	131104432	131105049	TMSB4XP4
ENSG00000167118	9	131133598	131153015	URM1
ENSG00000272593	9	131153740	131154295	RP11-339B21.11
ENSG00000207955	9	131154291	131155789	MIR219-2
ENSG00000167123	9	131174030	131199626	CERCAM
ENSG00000273186	9	131193877	131194285	RP11-339B21.10
ENSG00000228510	9	131206866	131208907	RP11-339B21.8
ENSG00000136811	9	131217465	131263571	ODF2
ENSG00000225951	9	131231236	131235291	ODF2-AS1
ENSG00000264891	9	131239184	131239275	AL359091.1
ENSG00000119392	9	131266979	131304567	GLE1
ENSG00000228395	9	131291180	131314689	RP11-216B9.6
ENSG00000238406	9	131306195	131306256	RNU7-171P
ENSG00000197694	9	131314866	131395941	SPTAN1
ENSG00000119333	9	131395940	131419066	WDR34
ENSG00000227759	9	131413277	131414424	VTI1BP4
ENSG00000234705	9	131425413	131425857	HMGA1P4
ENSG00000119335	9	131445703	131458679	SET
ENSG00000160447	9	131464802	131483197	PKN3
ENSG00000264438	9	131472059	131472318	RN7SL560P
ENSG00000160446	9	131483148	131486406	ZDHHC12
ENSG00000223478	9	131486724	131495473	RP11-545E17.3
ENSG00000160445	9	131492065	131534693	ZER1
ENSG00000239055	9	131511637	131511740	snoU13
ENSG00000107021	9	131549483	131572711	TBC1D13
ENSG00000167136	9	131580753	131584956	ENDOG
ENSG00000198917	9	131581930	131592100	C9orf114
ENSG00000171097	9	131595221	131644773	CCBL1
ENSG00000136802	9	131644391	131680318	LRRC8A
ENSG00000175287	9	131683174	131704320	PHYHD1
ENSG00000251184	9	131703757	131719300	RP11-101E3.5
ENSG00000175283	9	131707809	131709898	DOLK
ENSG00000095319	9	131709978	131769375	NUP188
ENSG00000267834	9	131766781	131767277	RP11-167N5.5
ENSG00000148341	9	131769315	131790582	SH3GLB2
ENSG00000148343	9	131798900	131834361	FAM73B
ENSG00000167130	9	131843379	131852717	DOLPP1
ENSG00000095321	9	131857089	131873468	CRAT
ENSG00000234055	9	131860133	131862545	RP11-247A12.1
ENSG00000221521	9	131869329	131869430	AL158151.2
ENSG00000119383	9	131873229	131911225	PPP2R4
ENSG00000268707	9	131932713	131933219	RP11-247A12.7
ENSG00000188483	9	131937835	131940540	IER5L
ENSG00000268050	9	131938086	131939854	RP11-247A12.8
ENSG00000204055	9	131939050	131972827	RP11-247A12.2
ENSG00000220992	9	131992851	131992996	AL158151.1
ENSG00000235007	9	132020633	132022125	RP11-344B5.4
ENSG00000241084	9	132021341	132023860	RP11-344B5.3
ENSG00000224307	9	132044737	132048007	RP11-344B5.2
ENSG00000179082	9	132083295	132087184	C9orf106
ENSG00000268615	9	132090540	132090680	RP11-65J3.15
ENSG00000233901	9	132094579	132121817	RP11-65J3.1
ENSG00000242281	9	132132452	132132740	RN7SL159P
ENSG00000236146	9	132142415	132142749	RP11-65J3.6
ENSG00000230676	9	132192931	132213701	RP11-65J3.3
ENSG00000226355	9	132200495	132201397	RP11-65J3.2
ENSG00000264298	9	132240835	132240931	AL353803.1
ENSG00000261334	9	132242884	132244817	RP11-65J3.14
ENSG00000204054	9	132245730	132275947	LINC00963
ENSG00000239353	9	132264269	132275965	RP11-492E3.51
ENSG00000227619	9	132337688	132346835	RP11-492E3.2
ENSG00000216181	9	132353755	132353841	AL391056.1
ENSG00000148335	9	132371163	132398209	NTMT1
ENSG00000179058	9	132374504	132383055	C9orf50
ENSG00000148331	9	132399171	132404444	ASB6
ENSG00000234789	9	132402755	132403561	RP11-483H20.4
ENSG00000167157	9	132427920	132484875	PRRX2
ENSG00000236024	9	132475175	132480914	RP11-483H20.6
ENSG00000148344	9	132500610	132515326	PTGES
ENSG00000255824	9	132500629	132501902	AL590369.1
ENSG00000233909	9	132553475	132554116	UBE2V1P4
ENSG00000136816	9	132565432	132573560	TOR1B
ENSG00000136827	9	132575223	132586413	TOR1A
ENSG00000136819	9	132589569	132598142	C9orf78
ENSG00000136878	9	132596977	132644107	USP20
ENSG00000224988	9	132645972	132646449	RP11-409K20.7
ENSG00000187239	9	132649466	132805473	FNBP1
ENSG00000230684	9	132695815	132698820	RP11-409K20.6
ENSG00000270755	9	132806992	132807360	RP11-138E2.1
ENSG00000148358	9	132815705	132902448	GPR107
ENSG00000223188	9	132883085	132883191	Y_RNA
ENSG00000196979	9	132902889	132906498	AL360004.1
ENSG00000107130	9	132934857	132999583	NCS1
ENSG00000148357	9	133046882	133309510	HMCN2
ENSG00000215428	9	133274029	133282639	AL354898.1
ENSG00000264169	9	133275653	133275950	RN7SL665P
ENSG00000130707	9	133320316	133376661	ASS1
ENSG00000238298	9	133325241	133325342	snoU13
ENSG00000107164	9	133454352	133513739	FUBP3
ENSG00000232172	9	133527186	133527770	RP11-57C19.2
ENSG00000130711	9	133539981	133558368	PRDM12
ENSG00000130713	9	133569108	133580248	EXOSC2
ENSG00000097007	9	133589333	133763062	ABL1
ENSG00000224797	9	133600173	133600437	RP11-57C19.6
ENSG00000188710	9	133768815	133769225	QRFP
ENSG00000130720	9	133777825	133814673	FIBCD1
ENSG00000236658	9	133809238	133820907	RP11-83J21.3
ENSG00000050555	9	133884469	133969860	LAMC3
ENSG00000252582	9	133896555	133896693	SNORA31
ENSG00000126878	9	133971863	133998539	AIF1L
ENSG00000126883	9	134000948	134110057	NUP214
ENSG00000252622	9	134002377	134002478	RNU6-881P
ENSG00000236986	9	134008252	134042892	RP11-544A12.4
ENSG00000246851	9	134065297	134069592	RP11-544A12.8
ENSG00000226987	9	134116074	134117111	RP11-544A12.5
ENSG00000126882	9	134133463	134151934	FAM78A
ENSG00000160539	9	134165081	134184649	PPAPDC3
ENSG00000130723	9	134269480	134375584	PRRC2B
ENSG00000235284	9	134361052	134361137	SNORD62A
ENSG00000231587	9	134365873	134365958	SNORD62B
ENSG00000176868	9	134374796	134375537	AL358781.1
ENSG00000130714	9	134378289	134399193	POMT1
ENSG00000230289	9	134391945	134397616	RP11-334J6.6
ENSG00000130717	9	134399188	134406655	UCK1
ENSG00000107263	9	134452157	134615461	RAPGEF1
ENSG00000240853	9	134600556	134600854	RN7SL328P
ENSG00000231018	9	134657957	134658200	EIF4A1P3
ENSG00000212395	9	134658247	134658345	SNORA67
ENSG00000236687	9	134691579	134696375	RP11-323H21.3
ENSG00000160563	9	134735494	134955295	MED27
ENSG00000230940	9	134907273	134952977	RP11-32B11.2
ENSG00000196358	9	135037334	135119921	NTNG2
ENSG00000221105	9	135090138	135090262	AL159997.1
ENSG00000107290	9	135136743	135230372	SETX
ENSG00000125482	9	135251008	135282209	TTF1
ENSG00000188523	9	135285430	135448704	C9orf171
ENSG00000252521	9	135297028	135297077	RNU5D-2P
ENSG00000125492	9	135457572	135465653	BARHL1
ENSG00000125485	9	135468384	135545788	DDX31
ENSG00000125484	9	135545422	135570342	GTF3C4
ENSG00000165695	9	135600965	135754164	AK8
ENSG00000224992	9	135644840	135645599	RP11-295G24.5
ENSG00000251723	9	135729205	135729269	RNU6-357P
ENSG00000165698	9	135753414	135765588	C9orf9
ENSG00000165699	9	135766735	135820020	TSC1
ENSG00000165702	9	135820932	135867083	GFI1B
ENSG00000263816	9	135821094	135821158	MIR548AW
ENSG00000233800	9	135822456	135826943	RP11-295G24.4
ENSG00000234907	9	135837898	135838054	RP11-415H23.4
ENSG00000238558	9	135839119	135839180	RNU7-21P
ENSG00000196205	9	135894816	135896553	EEF1A1P5
ENSG00000148308	9	135906076	135933890	GTF3C5
ENSG00000170835	9	135937365	135947248	CEL
ENSG00000170827	9	135957926	135962742	CELP
ENSG00000238657	9	135968439	135968538	snoU13
ENSG00000160271	9	135973107	136039301	RALGDS
ENSG00000148288	9	136028340	136039332	GBGT1
ENSG00000171102	9	136080664	136084630	OBP2B
ENSG00000119440	9	136100292	136103993	LCN1P1
ENSG00000271875	9	136125788	136130950	RP11-430N14.4
ENSG00000175164	9	136125788	136150617	ABO
ENSG00000201843	9	136177953	136178046	Y_RNA
ENSG00000204031	9	136184629	136185304	LCN1P2
ENSG00000148296	9	136197552	136203235	SURF6
ENSG00000201451	9	136204565	136204661	Y_RNA
ENSG00000148297	9	136205160	136214986	MED22
ENSG00000230064	9	136205827	136206302	RP11-244N20.7
ENSG00000148303	9	136215069	136218281	RPL7A
ENSG00000206611	9	136216251	136216325	SNORD24
ENSG00000200831	9	136216950	136217023	SNORD36B
ENSG00000199744	9	136217311	136217383	SNORD36A
ENSG00000252542	9	136217702	136217767	SNORD36C
ENSG00000148290	9	136218610	136223552	SURF1
ENSG00000148291	9	136223428	136228045	SURF2
ENSG00000148248	9	136228325	136242970	SURF4
ENSG00000198870	9	136243117	136271220	C9orf96
ENSG00000148300	9	136271186	136283164	REXO4
ENSG00000160323	9	136279478	136324508	ADAMTS13
ENSG00000160325	9	136325089	136335970	CACFD1
ENSG00000160326	9	136336217	136344259	SLC2A6
ENSG00000187616	9	136379708	136393734	TMEM8C
ENSG00000197859	9	136397286	136440641	ADAMTSL2
ENSG00000196990	9	136444079	136451319	FAM163B
ENSG00000261018	9	136476920	136498221	LL09NC01-254D11.1
ENSG00000123454	9	136501482	136524466	DBH
ENSG00000225756	9	136519708	136522435	DBH-AS1
ENSG00000123453	9	136528682	136605077	SARDH
ENSG00000160293	9	136627016	136857726	VAV2
ENSG00000256225	9	136627017	136628425	AL590710.1
ENSG00000235106	9	136890561	136899788	LINC00094
ENSG00000169925	9	136895427	136933657	BRD3
ENSG00000235138	9	136919412	136923927	RP11-374P20.4
ENSG00000271525	9	136944026	136944566	RP11-349K21.1
ENSG00000273249	9	136997364	137000894	LL09NC01-251B2.3
ENSG00000196363	9	137000487	137025093	WDR5
ENSG00000221676	9	137029561	137029686	RNU6ATAC
ENSG00000273473	9	137033891	137034462	LL09NC01-139C3.1
ENSG00000223729	9	137185777	137187243	RP11-145E17.2
ENSG00000186350	9	137208944	137332431	RXRA
ENSG00000263897	9	137271257	137271318	MIR4669
ENSG00000223795	9	137397318	137413288	RP11-473E2.2
ENSG00000228877	9	137419028	137437090	RP11-473E2.4
ENSG00000227150	9	137444584	137445743	RP11-473E2.3
ENSG00000130635	9	137533620	137736686	COL5A1
ENSG00000204011	9	137541231	137544689	COL5A1-AS1
ENSG00000264877	9	137740819	137740966	AL603650.2
ENSG00000265286	9	137741021	137741098	AL603650.3
ENSG00000264744	9	137741144	137741215	MIR3689C
ENSG00000265872	9	137741333	137741410	MIR3689A
ENSG00000265848	9	137741455	137741528	MIR3689D1
ENSG00000266060	9	137741659	137741806	AL603650.4
ENSG00000263507	9	137741837	137741914	AL603650.1
ENSG00000264163	9	137741971	137742118	MIR3689B
ENSG00000264136	9	137742123	137742202	MIR3689D2
ENSG00000266827	9	137742416	137742487	MIR3689E
ENSG00000266514	9	137742588	137742653	MIR3689F
ENSG00000232355	9	137760082	137760321	RP11-263F14.3
ENSG00000160339	9	137772654	137779924	FCN2
ENSG00000085265	9	137801431	137809809	FCN1
ENSG00000236403	9	137828997	137835041	RP11-447M12.2
ENSG00000130558	9	137967268	138013025	OLFM1
ENSG00000227958	9	138096568	138129443	RP11-399H11.3
ENSG00000233936	9	138137542	138144554	RP11-399H11.2
ENSG00000269408	9	138150512	138151275	AL390778.1
ENSG00000178243	9	138235095	138238408	C9orf62
ENSG00000235572	9	138244530	138246066	RP11-555H7.2
ENSG00000224682	9	138339292	138342000	SOCS5P2
ENSG00000225361	9	138354573	138372623	PPP1R26-AS1
ENSG00000196422	9	138370925	138380739	PPP1R26
ENSG00000160345	9	138387027	138393580	C9orf116
ENSG00000122140	9	138391830	138396519	MRPS2
ENSG00000226706	9	138395119	138398293	RP11-426A6.5
ENSG00000160349	9	138413284	138418378	LCN1
ENSG00000221613	9	138420457	138420546	AL161452.1
ENSG00000122136	9	138437985	138441815	OBP2A
ENSG00000122133	9	138453602	138458801	PAEP
ENSG00000237339	9	138466781	138478958	RP11-98L5.2
ENSG00000224045	9	138479848	138483821	RP11-98L5.4
ENSG00000236543	9	138506142	138507354	RP11-98L5.5
ENSG00000204007	9	138515502	138531386	GLT6D1
ENSG00000148386	9	138555168	138558268	LCN9
ENSG00000165643	9	138585253	138591374	SOHLH1
ENSG00000107147	9	138594031	138684992	KCNT1
ENSG00000130559	9	138700333	138799074	CAMSAP1
ENSG00000238058	9	138799658	138805359	RP11-432J22.2
ENSG00000130560	9	138824815	138853226	UBAC1
ENSG00000148411	9	138898383	138987131	NACC2
ENSG00000260193	9	138999654	139001270	RP11-83N9.5
ENSG00000238227	9	139006427	139010731	C9orf69
ENSG00000107187	9	139088096	139096955	LHX3
ENSG00000165661	9	139098179	139137687	QSOX2
ENSG00000264527	9	139141824	139143051	WI2-1959D15.1
ENSG00000267845	9	139219089	139219640	DKFZP434A062
ENSG00000160360	9	139221932	139254057	GPSM1
ENSG00000213221	9	139253932	139258241	DNLZ
ENSG00000187796	9	139256355	139268133	CARD9
ENSG00000165684	9	139270029	139293249	SNAPC4
ENSG00000165689	9	139296377	139305061	SDCCAG3
ENSG00000165688	9	139305110	139318213	PMPCA
ENSG00000148384	9	139323071	139334274	INPP5E
ENSG00000148396	9	139334549	139372141	SEC16A
ENSG00000196366	9	139377947	139380518	C9orf163
ENSG00000148400	9	139388896	139440314	NOTCH1
ENSG00000263403	9	139414020	139414078	MIR4673
ENSG00000227512	9	139437333	139438287	RP11-413M3.4
ENSG00000265181	9	139440625	139440711	MIR4674
ENSG00000237886	9	139440664	139444345	RP11-611D20.2
ENSG00000252440	9	139496967	139497062	U3
ENSG00000228401	9	139543062	139554873	RP11-251M1.1
ENSG00000172889	9	139553308	139567130	EGFL7
ENSG00000199161	9	139565054	139565138	MIR126
ENSG00000169692	9	139567595	139581875	AGPAT2
ENSG00000221693	9	139588588	139588714	AL590226.1
ENSG00000165716	9	139607022	139618502	FAM69B
ENSG00000233016	9	139615818	139622636	SNHG7
ENSG00000187922	9	139632619	139637808	LCN10
ENSG00000204003	9	139632619	139642905	LCN6
ENSG00000267206	9	139638463	139642980	LCN6
ENSG00000204001	9	139648838	139652678	LCN8
ENSG00000177984	9	139654086	139660707	LCN15
ENSG00000224662	9	139674391	139674670	ATP6V1G1P3
ENSG00000244187	9	139685807	139687709	TMEM141
ENSG00000272896	9	139685831	139695047	RP11-216L13.17
ENSG00000213213	9	139690802	139702193	CCDC183
ENSG00000273066	9	139693675	139704494	RP11-216L13.19
ENSG00000272679	9	139694818	139723918	RP11-216L13.18
ENSG00000228544	9	139698379	139703300	CCDC183-AS1
ENSG00000196642	9	139702374	139735639	RABL6
ENSG00000213212	9	139707240	139709988	NCLP1
ENSG00000265806	9	139725409	139725475	MIR4292
ENSG00000232434	9	139738867	139741797	C9orf172
ENSG00000054148	9	139743176	139745488	PHPT1
ENSG00000177943	9	139745395	139755249	MAMDC4
ENSG00000107223	9	139756571	139760738	EDF1
ENSG00000127191	9	139776364	139821059	TRAF2
ENSG00000266507	9	139781185	139781255	MIR4479
ENSG00000213590	9	139830292	139831613	RP11-229P13.2
ENSG00000260190	9	139831621	139832440	RP11-229P13.25
ENSG00000159069	9	139834887	139839148	FBXW5
ENSG00000176919	9	139839698	139841426	C8G
ENSG00000184925	9	139844003	139849949	LCN12
ENSG00000198454	9	139863695	139866442	C9orf141
ENSG00000238268	9	139869546	139871433	RP11-229P13.19
ENSG00000107317	9	139871956	139879887	PTGDS
ENSG00000214402	9	139876356	139880862	LCNL1
ENSG00000148362	9	139886870	139888436	C9orf142
ENSG00000169583	9	139889087	139891255	CLIC3
ENSG00000107331	9	139901686	139923367	ABCA2
ENSG00000180539	9	139921916	139931234	C9orf139
ENSG00000180549	9	139924626	139927462	FUT7
ENSG00000235117	9	139931492	139932407	RP11-229P13.20
ENSG00000107281	9	139933922	139940655	NPDC1
ENSG00000054179	9	139942550	139948497	ENTPD2
ENSG00000236394	9	139947226	139947826	RP11-229P13.15
ENSG00000229257	9	139952115	139956913	RP11-229P13.22
ENSG00000186193	9	139956581	139965040	SAPCD2
ENSG00000231864	9	139957987	139959033	RP11-229P13.23
ENSG00000197355	9	139971953	139978991	UAP1L1
ENSG00000268996	9	139980807	139981121	AL807752.1
ENSG00000177239	9	139981379	140003635	MAN1B1
ENSG00000199411	9	139988797	139988882	SNORD62
ENSG00000176978	9	140004994	140009629	DPP7
ENSG00000238824	9	140017961	140018060	snoU13
ENSG00000176884	9	140032842	140063207	GRIN1
ENSG00000184709	9	140063210	140064503	LRRC26
ENSG00000261793	9	140063306	140066436	RP11-350O14.18
ENSG00000263697	9	140063638	140063722	MIR3621
ENSG00000185863	9	140065310	140066861	TMEM210
ENSG00000176248	9	140069236	140082989	ANAPC2
ENSG00000176101	9	140083099	140084822	SSNA1
ENSG00000176058	9	140086069	140098645	TPRN
ENSG00000187713	9	140098534	140100090	TMEM203
ENSG00000188566	9	140100147	140111461	NDOR1
ENSG00000212864	9	140114707	140116033	RNF208
ENSG00000197191	9	140119087	140120763	C9orf169
ENSG00000233198	9	140122018	140124090	RNF224
ENSG00000198569	9	140125209	140131006	SLC34A3
ENSG00000188229	9	140135665	140138159	TUBB4B
ENSG00000188163	9	140138036	140142222	FAM166A
ENSG00000197768	9	140145713	140147934	C9orf173
ENSG00000188986	9	140149625	140167998	NELFB
ENSG00000198113	9	140172201	140177093	TOR4A
ENSG00000270259	9	140180557	140180848	RP13-122B23.9
ENSG00000260996	9	140188320	140190173	RP13-122B23.8
ENSG00000198435	9	140194083	140196703	NRARP
ENSG00000187609	9	140201348	140317714	EXD3
